customer_city,order_volume,total_sales
turmalina,9,1360.5700000000002
brasilia de minas,9,922.9199999999998
braganca,9,1437.27
domingos martins,9,1353.63
alto paraiso de goias,9,1963.3100000000002
canaa dos carajas,9,1991.3600000000001
nepomuceno,9,810.68
siqueira campos,9,1663.62
monte santo de minas,9,1017.9999999999999
arroio do meio,9,1608.0799999999997
arroio dos ratos,9,1226.52
muzambinho,9,840.63
rio paranaiba,9,881.48
morro agudo,9,1967.96
coroata,9,1328.47
itaguacu,9,2087.09
itaberaba,9,1169.15
russas,9,4622.339999999999
novo cruzeiro,9,968.8699999999999
rondon do para,9,3484.3900000000003
passa quatro,9,1906.52
pau dos ferros,9,3176.81
itapoa,9,1087.75
mimoso do sul,9,853.56
guara,9,1195.03
rolante,9,1078.45
guaranesia,9,972.8299999999999
penedo,9,1697.9500000000003
buritama,9,1234.42
pesqueira,9,1030.03
perdoes,9,752.0100000000001
itaqui,9,1522.32
sobradinho,9,1302.79
serafina correa,9,1042.3799999999999
schroeder,9,1349.2200000000003
pinheiros,9,1396.3400000000001
brodowski,9,1123.4
piquete,9,934.5500000000002
pinhao,9,1570.9900000000002
campina grande do sul,9,1276.75
santa helena de goias,9,1733.68
santa branca,9,953.35
guaratuba,9,2017.31
camanducaia,9,2381.7599999999998
queimadas,9,2608.51
cambara,9,1022.62
crateus,9,2779.4
xinguara,9,1608.5099999999998
faxinal,9,995.73
porto belo,9,1079.32
lindoia,9,751.34
porecatu,9,930.7100000000002
primavera,9,1166.01
estancia,9,3157.9500000000003
aguai,9,2370.7999999999997
icem,9,1043.64
nova londrina,9,946.56
igarape,9,2016.35
taruma,9,1189.95
paraopeba,9,1066.7400000000002
tiangua,9,2732.68
santa cruz das palmeiras,9,736.51
cajuru,9,786.74
herval d'oeste,9,1386.9299999999998
ibatiba,9,1724.6
barra de sao francisco,9,797.29
nova ponte,9,1638.5400000000002
sao felix do xingu,8,1774.08
maracai,8,1345.61
marilandia,8,1593.22
sao goncalo do sapucai,8,1342.3400000000001
encruzilhada do sul,8,1142.59
pontal do parana,8,1235.0500000000002
ribeira do pombal,8,782.3599999999999
martinopolis,8,4084.1099999999997
jacare,8,952.5799999999999
jandaia do sul,8,2156.7499999999995
mambore,8,928.47
mangueirinha,8,1733.0499999999997
sapezal,8,1139.52
dores de campos,8,1464.1899999999998
sao joaquim de bicas,8,1965.5099999999998
goianira,8,1057.77
borborema,8,936.8
poco fundo,8,1244.8799999999999
botelhos,8,1456.47
jaguarao,8,1242.01
sao jose da lapa,8,1237.52
getulio vargas,8,919.94
ecoporanga,8,1145.83
valparaiso,8,658.49
potirendaba,8,842.84
afogados da ingazeira,8,1596.39
bom jardim de minas,8,1068.38
porto nacional,8,1911.38
cidade ocidental,8,876.57
macaubas,8,1200.4499999999998
porciuncula,8,1112.1299999999999
aracariguama,8,751.6099999999999
lauro muller,8,1595.6
joao neiva,8,911.3999999999999
colider,8,2943.95
guaicara,8,917.5600000000001
cananeia,8,838.8900000000001
nova europa,8,760.89
soledade,8,1240.41
nova esperanca,8,1760.46
itaiopolis,8,1555.4199999999998
trajano de moraes,8,913.0400000000001
navirai,8,2313.2400000000002
pedro de toledo,8,893.26
itamarandiba,8,2036.27
ampere,8,1788.04
santo augusto,8,1319.28
angatuba,8,983.0300000000001
mutum,8,1589.8700000000001
coribe,8,816.78
anicuns,8,809.19
simonesia,8,1549.8700000000001
mateus leme,8,654.1000000000001
conchas,8,1229.2199999999998
aripuana,8,1348.38
arinos,8,959.8199999999999
tucano,8,969.58
goias,8,1236.73
piratininga,8,1716.0500000000002
rio acima,8,709.23
perdizes,8,1382.4999999999998
buritizeiro,8,2911.23
mirai,8,1132.43
nova petropolis,8,600.0600000000001
ico,8,2355.3500000000004
caetanopolis,8,805.62
ibia,8,1736.18
cacu,8,1163.53
ortigueira,8,1139.45
orleans,8,1617.67
baixo guandu,8,1617.1699999999998
baependi,8,1587.39
alvares machado,8,4227.42
ipaba,8,1585.2600000000002
camamu,8,1782.6
papanduva,8,876.6500000000001
cajobi,8,1162.89
palmeira dos indios,8,1463.46
alto do rodrigues,8,3346.7000000000003
hidrolandia,8,1326.25
ipira,8,3618.72
parapua,8,1345.8300000000002
santa juliana,8,1880.37
balneario picarras,8,1619.82
fervedouro,8,1128.6100000000001
cristalina,8,2275.49
palmares,8,1487.0300000000002
camocim,8,2078.27
cambuci,8,2279.92
imbituva,8,913.6600000000001
nucleo residencial pilar,8,2417.3500000000004
crixas,8,1129.4399999999998
ouricuri,8,2730.73
quedas do iguacu,8,1030.44
lagoa grande,8,3352.96
chapadao do ceu,8,1343.25
acarau,8,1639.94
lambari,8,1692.9099999999999
xangri-la,8,1192.8700000000001
vila valerio,8,1632.29
acopiara,7,901.6700000000001
virginopolis,7,737.12
ervalia,7,1230.4500000000003
entre rios de minas,7,1709.62
acailandia,7,1233.48
lagoa formosa,7,921.92
bocaina,7,1719.2400000000002
prudentopolis,7,1085.1699999999998
primeiro de maio,7,1407.61
estiva gerbi,7,1090.98
espumoso,7,1480.46
bilac,7,817.8599999999999
bicas,7,868.5500000000001
firminopolis,7,832.5000000000001
vila muriqui,7,856.4499999999999
campanha,7,786.27
paco do lumiar,7,1005.9300000000001
inhapim,7,565.35
inhambupe,7,1346.98
cruzeiro do oeste,7,982.5000000000001
cruz,7,1772.5500000000002
cristina,7,1168.74
campo ere,7,697.99
balneario pinhal,7,1043.94
campinorte,7,1400.6100000000001
taguatinga,7,1028.89
santa albertina,7,830.42
terra rica,7,769.6300000000001
teotonio vilela,7,2331.9
igarapava,7,897.02
nova veneza,7,889.9000000000001
campos belos,7,927.5300000000001
campo maior,7,1314.71
nova russas,7,1842.03
itabera,7,1522.98
ipiau,7,883.79
ipaussu,7,1409.26
ipanema,7,3916.27
avanhandava,7,905.33
santa rita do araguaia,7,972.03
santa rita,7,1776.8099999999997
santa maria madalena,7,1247.4499999999998
ibotirama,7,3233.2
currais novos,7,1720.3400000000001
horizontina,7,735.55
diamantino,7,527.4200000000001
barra da estiva,7,1072.6799999999998
ruy barbosa,7,921.15
neropolis,7,1464.02
cansancao,7,998.37
nazare paulista,7,934.33
astorga,7,556.28
sousa,7,1356.43
itacare,7,970.1999999999999
rubiataba,7,1210.69
rolim de moura,7,748.15
passo de torres,7,731.2600000000001
tres cachoeiras,7,831.4200000000001
alpinopolis,7,969.4499999999999
tocantinopolis,7,947.28
timbauba,7,804.4499999999999
rodeio,7,985.9499999999999
nao-me-toque,7,1062.1
mucuri,7,2385.9900000000002
mozarlandia,7,1008.0399999999997
morungaba,7,708.3199999999999
morro do chapeu,7,737.8399999999999
morro da fumaca,7,1921.4499999999998
itambe,7,1108.34
nhandeara,7,698.47
sao cristovao,7,900.4300000000001
sao bento do sapucai,7,788.06
santo cristo,7,766.1800000000001
missal,7,2838.99
arroio do sal,7,1330.31
santo antonio do jacinto,7,573.48
simao dias,7,1082.9099999999999
barra do corda,7,1354.33
piedade de caratinga,7,799.83
guarani,7,2634.31
divinolandia,7,1482.9
dianopolis,7,1165.4099999999999
medeiros neto,7,797.2900000000001
matupa,7,1087.8700000000001
itobi,7,591.42
confresa,7,1371.6200000000001
itapui,7,1430.89
arraial d'ajuda,7,739.0799999999998
ribeirao bonito,7,846.12
pinhalao,7,2032.35
pimenta bueno,7,1622.27
alfredo chaves,7,1052.6100000000001
piripiri,7,828.5600000000001
pirapetinga,7,640.3900000000001
pirangi,7,1189.13
sao domingos do norte,7,1028.5
sao domingos,7,668.69
casca,7,1628.9399999999998
marmeleiro,7,862.9799999999999
arceburgo,7,1160.83
sao gabriel do oeste,7,695.94
conceicao do araguaia,7,1494.6
ivaipora,7,640.8600000000001
silvania,7,1373.15
jaragua,7,755.07
catende,7,1941.6799999999998
sao raimundo nonato,7,2987.04
apiuna,7,1484.8
comodoro,7,2504.2799999999997
comendador levy gasparian,7,746.5600000000001
sao francisco de paula,7,738.0999999999999
bela vista de goias,7,753.3499999999999
bayeux,7,1139.41
ubirata,7,751.43
dores do indaia,7,928.86
sao joao dos patos,7,1615.47
ceres,7,2116.38
luis antonio,7,1131.43
sao jeronimo,7,729.3399999999999
areal,7,1364.63
malacacheta,7,1702.2100000000005
madre de deus,7,826.7400000000001
codo,7,2943.12
cocal,7,1151.9099999999999
limoeiro,7,701.2099999999999
ceu azul,7,525.29
cerro largo,7,907.8100000000001
aparecida do taboado,7,2768.59
sao luis de montes belos,7,1412.96
sao jose do norte,7,701.78
potiragua,7,644.7
porto real,7,1645.92
bom conselho,7,1848.3200000000002
acreuna,7,1306.4499999999998
borda da mata,6,1062.25
tapes,6,934.2599999999999
teixeiras,6,607.65
taquaritinga do norte,6,2371.18
amambai,6,890.69
aguas belas,6,1041.4
martins soares,6,613.9000000000001
mata verde,6,1667.5099999999998
carmo da mata,6,578.61
santo amaro de campos,6,1777.56
vazante,6,1780.3
ibira,6,830.1500000000001
camapua,6,734.3399999999999
tangua,6,636.04
cachoeira de minas,6,557.9100000000001
cachoeira alta,6,605.48
california da barra,6,1014.5
irapuru,6,985.29
cosmorama,6,1091.55
ipora do oeste,6,615.23
rio das flores,6,665.6899999999999
rio branco do sul,6,526.72
monte alegre do sul,6,4360.379999999999
carai,6,626.69
cassia,6,364.40999999999997
casa nova,6,1269.54
sao goncalo do rio abaixo,6,1013.4300000000001
fernando prestes,6,696.58
regeneracao,6,1041.64
iacanga,6,427.95
perdigao,6,383.08000000000004
rio largo,6,693.04
rio pomba,6,1464.8600000000001
paraiso,6,948.39
itaberai,6,1151.08
itaipulandia,6,294.6
camacan,6,1269.4
tocantins,6,778.4899999999999
areado,6,1360.55
catole do rocha,6,4066.6900000000005
catigua,6,788.5200000000001
mamanguape,6,1406.4700000000003
mallet,6,907.6300000000001
catanduvas,6,834.99
sao joao evangelista,6,1174.9
bady bassitt,6,615.2400000000001
presidente getulio,6,846.1299999999999
trancoso,6,995.1899999999999
itambacuri,6,727.8899999999999
itapejara d'oeste,6,1255.92
itapaje,6,3425.0800000000004
itaobim,6,1026.5600000000002
rio novo do sul,6,651.89
torrinha,6,519.4200000000001
sao joao do paraiso,6,754.0000000000001
santa rita de caldas,6,882.2199999999999
sao jose da barra,6,1158.11
mundo novo,6,1243.1899999999998
presidente olegario,6,557.41
brazopolis,6,1015.5
butia,6,1277.92
reboucas,6,493.38000000000005
cabedelo,6,1329.5
itariri,6,1378.73
conquista,6,602.42
campinas do sul,6,1531.24
fronteira,6,1079.5300000000002
alcinopolis,6,952.35
sao jose do calcado,6,1127.26
lima duarte,6,920.8599999999999
santa isabel do para,6,919.57
balsamo,6,1383.48
orizona,6,657.08
pacajus,6,1520.0
pacaja,6,2860.96
pacaembu,6,1595.0700000000002
tres coroas,6,910.48
cabrobo,6,1146.91
cabreuva,6,834.12
jacunda,6,1844.8200000000002
itapuranga,6,959.31
itapura,6,426.6
ronda alta,6,1914.3099999999997
eldorado,6,666.3500000000001
lajedo,6,1137.2
canavieiras,6,1017.29
canapolis,6,635.1200000000001
general salgado,6,587.2800000000001
guapo,6,868.7
guapiacu,6,995.55
tupi paulista,6,577.2
quixeramobim,6,1119.97
barcarena,6,1323.6699999999998
sales oliveira,6,627.74
jaiba,6,799.04
gravatal,6,1418.28
jeceaba,6,683.51
seabra,6,1148.26
oeiras,6,803.9100000000001
ubaira,6,884.91
pirai do sul,6,740.98
barbalha,6,1515.41
apiai,6,714.94
apiaca,6,534.4200000000001
juruaia,6,470.59
santa cruz,6,1097.16
turvo,6,401.21
benedito novo,6,1093.77
joanopolis,6,904.51
jeremoabo,6,1126.37
nova santa rita,6,1102.82
nova prata do iguacu,6,1185.19
nova trento,6,972.21
realeza,6,1412.76
uruara,6,1199.1299999999999
campos de julio,6,1110.35
sananduva,6,585.5700000000002
sao sepe,6,695.71
jaru,6,910.26
esperanca,6,2108.09
entre rios,6,1241.52
engenheiro paulo de frontin,6,590.8899999999999
carlopolis,6,901.18
abelardo luz,6,797.5799999999999
cruzeiro do sul,6,3510.34
bom principio,6,1140.75
pombal,6,2210.2
cardoso,6,1095.32
medina,6,694.4
cardoso moreira,6,616.88
espigao do oeste,6,951.17
espinosa,6,2947.4400000000005
esplanada,5,1808.3400000000001
mendes pimentel,5,477.73
mendonca,5,468.43000000000006
santo estevao,5,1226.69
sao benedito,5,1126.52
sao bento,5,1381.2400000000002
bom sucesso,5,1102.48
bonfim,5,480.24
aurora,5,870.1700000000001
pedra preta,5,754.25
pedra azul,5,543.8000000000001
assai,5,1019.8
miracatu,5,991.81
miguel calmon,5,787.81
adolfo,5,441.59000000000003
euclides da cunha,5,625.62
eugenopolis,5,1071.3899999999999
esperantina,5,692.0400000000001
estacao,5,815.22
pinheiro machado,5,713.31
general carneiro,5,498.52000000000004
jardim,5,808.4100000000001
sao sebastiao do passe,5,550.53
sao tiago,5,586.45
saltinho,5,1316.35
jordania,5,1047.1999999999998
joviania,5,472.11
juara,5,502.95
joao lisboa,5,810.71
sao romao,5,524.0600000000001
sao roque do canaa,5,436.01000000000005
quatro bocas,5,1804.79
guabiruba,5,786.8100000000001
ocaucu,5,320.77
japuiba,5,1230.85
japura,5,521.54
jesuania,5,461.09000000000003
belo oriente,5,833.02
garuva,5,1647.66
bituruna,5,598.23
santa cecilia,5,746.21
santa cruz cabralia,5,605.1799999999998
cidade gaucha,5,950.0999999999999
cidreira,5,769.02
lago da pedra,5,1038.9599999999998
lagoa da confusao,5,929.74
lagoa dourada,5,707.3
nova mutum,5,715.67
grajau,5,965.51
sabinopolis,5,412.4
sales,5,433.12
colombia,5,457.24
colonia vitoria,5,406.44000000000005
jauru,5,762.86
sapucaia,5,777.07
antonio prado,5,667.5699999999999
campos altos,5,498.61
novo progresso,5,2436.08
dom eliseu,5,515.0799999999999
dom feliciano,5,635.9499999999999
granja,5,700.3
tres fronteiras,5,425.25000000000006
barra do ribeiro,5,742.89
seara,5,694.82
orindiuva,5,629.59
rafard,5,659.46
divinolandia de minas,5,312.82
barreiros,5,1514.09
caninde,5,707.39
bananeiras,5,544.74
urbano santos,5,703.99
chui,5,908.1599999999999
sao miguel do araguaia,5,1518.03
sao miguel do guama,5,1514.4
nova fatima,5,515.0799999999999
santa cruz de minas,5,710.39
laurentino,5,863.27
aracoiaba,5,713.1500000000001
elias fausto,5,481.48
roque gonzales,5,643.61
roseira,5,490.14000000000004
jacupiranga,5,885.5699999999999
jaguaribe,5,861.8000000000002
senges,5,645.5
alexania,5,568.25
guaranta,5,715.01
guaranta do norte,5,509.29
guarei,5,1187.44
alto araguaia,5,1228.1299999999999
tres barras,5,380.56
horizonte,5,639.41
otacilio costa,5,1162.85
severinia,5,556.45
conceicao do rio verde,5,970.1500000000001
serra dos aimores,5,443.08
ourilandia do norte,5,1934.3500000000001
itau de minas,5,460.03
itauba,5,1661.97
conceicao da aparecida,5,1063.6499999999999
conceicao do castelo,5,658.0
piratuba,5,1095.8799999999999
arapora,5,1253.37
sao jose do ouro,5,507.09
sao jose do cedro,5,598.7700000000001
araguatins,5,859.9
santa fe,5,1005.44
piritiba,5,512.1899999999999
vargem alta,5,372.35
vargem bonita,5,826.27
frei inocencio,5,733.8900000000001
diamante do norte,5,515.2700000000001
guaracai,5,767.11
palmitinho,5,359.99
palmitos,5,760.98
pacatuba,5,4469.860000000001
cambuquira,5,444.24
anita garibaldi,5,385.93
andorinha,5,797.61
pedro canario,5,476.55
guaraniacu,5,463.62
livramento de nossa senhora,5,777.5699999999999
macaiba,5,757.17
macau,5,1297.69
santa quiteria,5,1139.12
sao joao do piaui,5,1891.8799999999999
araruna,5,714.9200000000001
bofete,5,758.6699999999998
presidente bernardes,5,579.56
quatigua,5,341.35
quatis,5,617.8700000000001
holambra ii,5,1012.82
rio manso,5,939.6800000000001
rio pardo,5,791.4499999999999
rio pardo de minas,5,708.49
sud mennucci,5,448.01
itapagipe,5,341.5
sirinhaem,5,720.23
palmares do sul,5,518.4
palmeira d'oeste,5,396.91
maragogi,5,2135.53
bananal,5,702.49
moreno,5,960.0899999999999
castelandia,5,688.41
catas altas,5,1160.35
araujos,5,2711.2200000000003
arcoverde,5,677.4
riachao do jacuipe,5,2613.59
surubim,5,711.22
paraipaba,5,706.54
soledade de minas,5,394.78
sooretama,5,456.35
panorama,5,474.64
prado,5,1234.5900000000001
aguas formosas,5,1580.5700000000002
cassilandia,5,1677.5900000000001
capim grosso,5,660.78
capitao leonidas marques,5,512.09
capitolio,5,590.12
capivari de baixo,5,1028.73
monte azul,5,729.88
monte belo,5,1340.3000000000002
maracas,5,877.0899999999999
remanso,5,487.98999999999995
caldas,5,621.94
iepe,5,368.51
tabatinga,5,487.11
tabira,5,1178.89
rio azul,5,538.54
rio casca,5,433.46999999999997
iraquara,5,510.63
alto boa vista,5,581.99
alto parnaiba,5,948.0999999999999
toritama,5,1277.99
ibicarai,5,559.6
terra de areia,5,1250.93
ribeirao do pinhal,5,447.3299999999999
cacapava do sul,5,1044.83
paramirim,5,555.4699999999999
indianopolis,5,376.86000000000007
bataguassu,5,732.9200000000001
ipumirim,5,377.52
taiuva,5,1010.1299999999999
ibirarema,5,498.19
porteirinha,5,358.05
carapebus,5,786.5199999999999
brauna,5,482.34999999999997
marechal floriano,5,681.38
carmopolis de minas,5,1756.7199999999998
ariranha,5,647.27
santo antonio do descoberto,5,992.8800000000001
feira nova,5,649.77
agua branca,5,661.1
porto xavier,5,690.18
icapui,5,611.59
iconha,5,390.13
cunha pora,5,820.9499999999999
paulo de faria,5,656.48
paulo frontin,5,707.4
terra roxa,5,822.51
tarabai,5,1174.4
ribeirao claro,5,663.8000000000002
igarata,5,843.8699999999999
inacio martins,5,331.28
altos,5,1560.8700000000001
custodia,5,752.1700000000002
abre campo,5,367.2900000000001
ze doca,5,878.9200000000001
bom jesus do galho,4,4923.81
sao bento do una,4,1477.8
miranda,4,343.15999999999997
ascurra,4,414.25
arvorezinha,4,328.78999999999996
igaracu do tiete,4,157.66
ribeirao,4,434.53000000000003
tarumirim,4,912.25
ilha de itamaraca,4,632.1500000000001
eneas marques,4,237.14999999999998
posto da mata,4,620.13
agua doce do norte,4,463.52
carajas,4,646.5600000000001
minas novas,4,507.14
matipo,4,552.35
santo antonio do jardim,4,294.35
santo antonio do amparo,4,477.0300000000001
santo antonio das missoes,4,495.32000000000005
carmo da cachoeira,4,370.64000000000004
santanesia,4,439.58000000000004
terra boa,4,773.42
teolandia,4,260.77
cruzilia,4,447.26
curiuva,4,364.52
inaja,4,522.63
maristela,4,731.4200000000001
florida paulista,4,416.53
figueira,4,1012.8699999999999
vila dos cabanos,4,597.67
poco verde,4,689.3100000000001
bom jesus do norte,4,781.8499999999999
sao geraldo,4,547.8100000000001
sao domingos do prata,4,424.99
monte alegre de minas,4,302.90999999999997
maracacume,4,802.4200000000001
mantenopolis,4,503.02
parambu,4,269.22
parelhas,4,1496.8
rianapolis,4,534.47
cachoeira,4,573.71
paranaita,4,2016.4699999999998
ilhota,4,877.22
cristais paulista,4,600.6400000000001
varjota,4,901.1799999999998
formoso do araguaia,4,354.12
boa vista da aparecida,4,264.63
maravilhas,4,516.36
santana do acarau,4,1563.5800000000002
santana da vargem,4,353.59999999999997
santana do jacare,4,1769.2200000000003
manoel ribas,4,742.3199999999999
mandaguacu,4,3325.86
ipua,4,2096.16
ipu,4,545.2
indiara,4,449.46999999999997
ipiranga,4,256.83
ipiabas,4,657.72
imbuia,4,1759.81
catuipe,4,655.72
avelar,4,824.24
piranhas,4,911.8100000000001
piranga,4,400.39
valenca do piaui,4,1247.8700000000001
aiuruoca,4,365.03
araputanga,4,645.25
santa mariana,4,373.35
tibagi,4,386.07
bela cruz,4,1024.47
riacho de santana,4,1302.47
tailandia,4,2256.46
santa maria de itabira,4,570.49
muqui,4,574.3800000000001
macedonia,4,388.43
munhoz,4,477.12
capao do leao,4,1254.6599999999999
mutuipe,4,580.0900000000001
canelinha,4,1012.72
candiota,4,899.5999999999999
varre-sai,4,1035.37
gameleira,4,1827.12
fundao,4,437.33
alcobaca,4,1481.9
quarai,4,2474.1499999999996
pirenopolis,4,355.74
candido rodrigues,4,134.3
munhoz de melo,4,1037.26
chapada gaucha,4,528.01
chapada dos guimaraes,4,854.78
centenario do sul,4,465.35
barro,4,769.02
rio bonito do iguacu,4,536.22
rio bananal,4,332.32000000000005
rio do pires,4,731.25
parauna,4,610.16
caiaponia,4,428.97
santa fe de goias,4,1921.2700000000002
balneario barra do sul,4,482.62
balneario arroio do silva,4,450.66999999999996
ibiam,4,460.34
alto rio doce,4,278.54999999999995
delmiro gouveia,4,1353.71
iacu,4,499.85
irapua,4,268.14
irani,4,372.32000000000005
corupa,4,568.4300000000001
rio do campo,4,822.25
nova bassano,4,471.77
nova bandeirantes,4,665.53
nova aurora,4,1174.5900000000001
sao jose do egito,4,630.2
chapada,4,1545.33
cerro azul,4,250.18
santa lucia,4,522.75
corumbaiba,4,256.47
paracuru,4,705.92
palma,4,504.04999999999995
itabela,4,529.97
itaipava,4,520.02
irineopolis,4,279.87
tanhacu,4,609.8
presidente tancredo neves,4,325.58
pilar,4,265.31
pilao arcado,4,364.67999999999995
urucui,4,820.26
dores do rio preto,4,526.3299999999999
dom silverio,4,484.12
gandu,4,507.45
forquilha,4,477.45000000000005
lavinia,4,390.4100000000001
renascenca,4,352.23
cabralia paulista,4,263.31
pejucara,4,830.35
rio piracicaba,4,580.14
corrente,4,1831.14
arace,4,491.18000000000006
sao miguel do guapore,4,622.23
candido de abreu,4,439.92
candelaria,4,673.1
sao miguel,4,1004.52
chopinzinho,4,211.14000000000001
nova olinda do maranhao,4,1724.3299999999997
urania,4,980.29
glicerio,4,847.1300000000001
pien,4,405.37
brejo da madre de deus,4,512.73
nova olinda,4,1849.72
itaperucu,4,707.2
itapemirim,4,459.34
itapecuru mirim,4,702.95
analandia,4,575.7
itanhomi,4,375.53
rio novo,4,613.25
papagaios,4,367.66
santa cruz de monte castelo,4,793.0500000000001
ladario,4,380.36
coaraci,4,1468.1200000000001
clementina,4,472.97999999999996
claudia,4,418.38
sao sebastiao do alto,4,616.7
santa barbara d oeste,4,214.76000000000002
campos sales,4,1853.7800000000002
campos gerais,4,571.1700000000001
pecanha,4,988.53
peabiru,4,748.5000000000001
tombos,4,420.1
tiradentes,4,653.58
iapu,4,497.92999999999995
humaita,4,447.71000000000004
palma sola,4,1010.55
campo alegre,4,1228.35
una,4,541.51
uibai,4,639.3599999999999
ubaitaba,4,667.93
governador portela,4,430.01
gouveia,4,1167.23
edeia,4,560.9100000000001
santa cruz da conceicao,4,476.27000000000004
sao sebastiao da grama,4,1102.02
sao pedro dos ferros,4,875.73
juti,4,719.48
jussara,4,175.5
colinas,4,1311.4899999999998
cocalinho,4,576.56
cocal do sul,4,2182.24
jucurutu,4,839.8299999999999
juatuba,4,699.3299999999999
sanclerlandia,4,510.34000000000003
salto veloso,4,497.07000000000005
conservatoria,4,997.1700000000001
silva jardim,4,691.27
sideropolis,4,371.11
cameta,4,521.85
padre bernardo,4,263.69
guimarania,4,609.33
caarapo,4,1447.93
pedrinhas paulista,4,485.48
rio preto,4,233.2
sete barras,4,302.52000000000004
sertanopolis,4,1008.1399999999999
sertania,4,479.91999999999996
itatinga,4,1832.1
salto do lontra,4,900.1099999999999
salto do jacui,4,301.94
barra do bugres,4,943.6500000000001
joaquim nabuco,4,350.45
jari,4,421.21000000000004
saudades,4,428.94999999999993
pinheiro,4,553.23
quilombo,4,240.79000000000002
jijoca de jericoacoara,4,1262.22
jesuitas,4,642.93
nova santa rosa,4,496.62
condor,4,301.46999999999997
condado,4,1071.1100000000001
conceicao dos ouros,4,714.92
itiuba,4,387.5
tupancireta,4,469.50999999999993
guadalupe,4,1502.76
anta gorda,4,655.25
sapucai-mirim,4,647.16
jatoba,4,709.61
jacaraci,4,1040.27
saudade do iguacu,4,328.37
jacui,4,475.87
jacinto machado,4,447.17
conceicao das pedras,4,412.05
ouro preto do oeste,4,718.48
barreirinhas,4,490.72999999999996
serra do ramalho,4,406.71999999999997
buriticupu,4,837.4
buenopolis,4,1464.2199999999998
bueno brandao,4,238.32999999999998
quintana,4,435.85
campo do meio,4,309.08
jambeiro,4,395.0400000000001
jaguaruana,4,1339.3000000000002
trindade do sul,4,3372.73
travessao,4,510.43
goianapolis,4,1224.0400000000002
senador pompeu,4,718.11
rosana,4,295.31
guarai,4,1459.3700000000001
guaraciaba do norte,4,738.15
guaraci,4,1213.53
guaruja do sul,4,395.63
altinopolis,4,1506.04
trombudo central,4,250.85999999999999
bernardino de campos,4,328.87
peixoto de azevedo,4,491.56000000000006
congonhal,4,568.1899999999999
bom repouso,4,487.95000000000005
pongai,4,429.05
carbonita,4,841.1200000000001
milagres,4,1016.3299999999999
merces,4,285.81999999999994
maurilandia,4,334.51
volta grande,4,379.96
moju,4,372.88
fazenda nova,4,407.77
fatima do sul,4,1536.86
entre-ijuis,3,552.5200000000001
fatima,3,617.92
mombuca,3,144.47
vitorino freire,3,1744.37
ponte serrada,3,483.78
xique-xique,3,230.56
estreito,3,427.65
vila rica,3,335.35999999999996
virgem da lapa,3,864.44
visconde de maua,3,188.05
witmarsum,3,230.35000000000002
xambioa,3,429.76
ilha comprida,3,254.85
iguatama,3,360.4
terra nova do norte,3,499.35
paulistana,3,1013.26
patu,3,302.87
pedra branca,3,183.99
abadia dos dourados,3,413.5
vianopolis,3,616.76
eliseu martins,3,403.06
verissimo,3,353.01
vere,3,818.22
pouso redondo,3,655.27
pouso alto,3,302.81
pote,3,577.53
mato verde,3,651.31
carneirinho,3,345.03
jaciara,3,252.88
japira,3,451.94
janiopolis,3,316.22
barra do turvo,3,380.5
barra do tarrachil,3,359.94
tres arroios,3,236.8
pereiro,3,379.74
alfredo vasconcelos,3,616.74
barra do mendes,3,383.28000000000003
rodelas,3,464.74999999999994
rodeiro,3,482.21
campinapolis,3,387.09000000000003
rubim,3,289.48
jaguari,3,209.34000000000003
itubera,3,181.22000000000003
cabeceira grande,3,348.75
conceicao do jacuipe,3,247.07999999999998
conceicao das alagoas,3,1641.4
conceicao da barra,3,398.59
barracao,3,166.70999999999998
barra dos coqueiros,3,629.46
oroco,3,389.46000000000004
ouro verde,3,356.03999999999996
barras,3,291.68
serranopolis,3,1210.27
jaborandi,3,166.38
ivinhema,3,308.82
buerarema,3,1116.8100000000002
pindobacu,3,243.72
pindare mirim,3,586.2
oriente,3,1075.02
olho d'agua das flores,3,346.07
goianesia do para,3,964.7099999999999
urubici,3,378.58000000000004
novo oriente,3,321.4
antonio prado de minas,3,334.21
antonio carlos,3,294.15
anta,3,291.53000000000003
coluna,3,344.56
colorado do oeste,3,334.64
colonia castrolanda,3,1041.71
colniza,3,875.49
jaqueira,3,679.1700000000001
sabino,3,802.87
dionisio cerqueira,3,500.53999999999996
guapiara,3,251.95000000000002
tucunduva,3,437.36
conceicao do para,3,749.55
conceicao do tocantins,3,433.96999999999997
itirucu,3,845.37
itinga,3,434.67
setubinha,3,328.77000000000004
campestre,3,384.32
oscar bressane,3,339.93
ritapolis,3,212.32999999999998
riqueza,3,302.68
nuporanga,3,895.41
novo sao joaquim,3,362.64000000000004
raposo,3,650.8399999999999
tuparetama,3,437.69000000000005
tupandi,3,361.03999999999996
guajara-mirim,3,202.85
grao para,3,269.93
grao mogol,3,999.3
jardim do serido,3,555.81
dom basilio,3,172.70999999999998
dom aquino,3,520.36
dois irmaos do buriti,3,890.15
uaua,3,473.03999999999996
gaurama,3,356.61
uniao de minas,3,128.71
belo vale,3,374.48
quixabeira,3,309.41999999999996
quinta do sol,3,178.66
joao alfredo,3,300.07
nova soure,3,325.43000000000006
ivate,3,358.34
itapora,3,248.44
corbelia,3,785.2199999999999
concordia do para,3,1120.9
hidreletrica tucurui,3,721.48
herculandia,3,220.64
pedro afonso,3,368.9
