customer_city,order_volume,total_sales
pedrinopolis,3,553.3
recreio,3,334.19
rio real,3,480.5999999999999
sertao,3,410.35
salgado filho,3,219.94
barra do choca,3,877.49
nova hartz,3,755.22
sao valentim,3,609.47
sao tome,3,350.39
sao tomas de aquino,3,382.55999999999995
sao sebastiao do maranhao,3,255.20999999999998
joao ramalho,3,479.57000000000005
colinas do tocantins,3,643.0799999999999
sao pedro do ivai,3,546.72
juruena,3,394.38
jumirim,3,408.24000000000007
jose de freitas,3,350.42
itatim,3,400.46
itarantim,3,574.72
itarana,3,1010.02
silvianopolis,3,186.76000000000002
silveiras,3,474.25000000000006
angulo,3,394.06
coracao de jesus,3,173.38
itapitanga,3,264.09000000000003
itapissuma,3,370.86
pains,3,406.77
palmeiras de goias,3,407.33000000000004
riolandia,3,470.31
timburi,3,390.86
ibiai,3,689.95
iati,3,807.24
alterosa,3,308.64
alta floresta d'oeste,3,805.5
itamari,3,324.99
umbauba,3,315.39
uchoa,3,641.29
ubaporanga,3,360.71000000000004
ubajara,3,1414.6299999999999
governador celso ramos,3,463.36
goncalves,3,405.07
goianinha,3,454.71000000000004
uruana,3,1355.9499999999998
campos borges,3,877.04
nova erechim,3,306.78000000000003
itaja,3,1001.9
itapaci,3,302.13
itaoca,3,575.21
sume,3,364.39
rio maria,3,435.57
pantano grande,3,348.93
reriutaba,3,1331.63
lagoa dos gatos,3,1073.47
bandeira,3,419.21000000000004
coelho neto,3,418.6
jundiai do sul,3,384.01
clevelandia,3,218.19
joaquim tavora,3,392.01
saloa,3,1536.08
tomazina,3,411.31
tiros,3,218.65999999999997
chapadinha,3,287.06
lagoinha,3,668.73
sao martinho,3,938.3100000000001
sanharo,3,2310.0
sangao,3,316.25
urai,3,334.39
upanema,3,1476.25
piedade dos gerais,3,440.16
piedade do rio grande,3,466.9
breu branco,3,575.7
brasil novo,3,396.1
propria,3,559.99
nova monte verde,3,330.92999999999995
apodi,3,492.07
itajuipe,3,852.2800000000002
coremas,3,367.59
redentora,3,449.34000000000003
cabo verde,3,519.17
bela vista do paraiso,3,658.49
bela vista,3,522.88
iaciara,3,787.1199999999999
ibiraci,3,443.48
pedreiras,3,1141.76
rio fortuna,3,527.4699999999999
sucesso,3,485.92
andrelandia,3,169.07
araci,3,358.24
neves paulista,3,154.32
nova cruz,3,583.25
nova canaa do norte,3,227.15
camutanga,3,385.34000000000003
sao mateus do maranhao,3,930.6999999999999
itaju,3,1008.3699999999999
paraibano,3,422.90999999999997
parai,3,290.6
itaituba,3,392.63
itaitinga,3,638.55
itacarambi,3,399.58
ita,3,368.03
ibiapina,3,289.34
dom pedro,3,438.67999999999995
gastao vidigal,3,283.72
garrafao do norte,3,762.0
fortuna,3,661.92
aragarcas,3,247.60000000000002
lavras do sul,3,646.5600000000001
lajinha,3,567.6899999999999
reginopolis,3,1719.32
alto jequitiba,3,275.42999999999995
delfinopolis,3,318.02
restinga seca,3,324.33
reserva,3,371.55
resende costa,3,276.09000000000003
coruripe,3,1359.09
santa margarida,3,468.48
nova alvorada do sul,3,476.87999999999994
nazare,3,504.82000000000005
liberdade,3,150.9
sao ludgero,3,746.51
santa isabel do ivai,3,478.6
sao luis do paraitinga,3,945.99
sao pedro da uniao,3,451.64
aquidauana,3,154.75
coronel joao sa,3,689.71
tabocas do brejo velho,3,199.95999999999998
luiziania,3,270.23
sao jose do barreiro,3,260.89
sao jose de uba,3,544.52
sao jose de mipibu,3,956.19
arandu,3,332.64
barbosa ferraz,3,562.57
nova alvorada,3,331.88
balneario rincao,3,444.3
balneario gaivota,3,329.12
sao jose do cerrito,3,333.34000000000003
lontras,3,455.59000000000003
lobato,3,562.77
sao jose do turvo,3,285.36
timbe do sul,3,262.92
toropi,3,1682.98
gameleiras,3,529.9399999999999
fronteiras,3,1408.8400000000001
alambari,3,228.94
pirauba,3,307.69000000000005
candido sales,3,472.5199999999999
cedro de sao joao,3,2235.98
luminarias,3,468.68
rio de contas,3,290.72
caibi,3,180.41000000000003
paraiso do norte,3,258.69
barros cassal,3,800.36
barro alto,3,255.51000000000002
cacule,3,615.05
rio do oeste,3,433.84000000000003
americano do brasil,3,346.28999999999996
amelia rodrigues,3,430.02
alto santo,3,801.01
beberibe,3,1823.9099999999999
baturite,3,551.09
riacho dos machados,3,331.25
pedralva,3,844.33
ibimirim,3,372.03
ibicoara,3,359.84
batalha,3,308.1
ipueiras,3,1805.78
ipubi,3,525.79
sao jose da bela vista,3,379.07
luzilandia,3,273.01
lupercio,3,172.11
capela do alto,3,1004.25
capela,3,889.17
capao do cipo,3,400.99
morro reuter,3,741.4000000000001
morretes,3,639.65
morada nova de minas,3,730.3699999999999
valentim gentil,3,418.87
vale real,3,264.34
utinga,3,396.97
urutai,3,184.79
urupa,3,403.21
francisco sa,3,599.75
francisco badaro,3,435.80999999999995
madre de deus de minas,3,422.11
machadinho d'oeste,3,572.96
santa rita de minas,3,428.77
santa rita d'oeste,3,219.73000000000002
caiana,3,285.61
alto taquari,3,821.17
ipiacu,3,534.0899999999999
inubia paulista,3,344.7
cristalia,3,517.31
cristalandia,3,1067.93
tanque novo,3,447.39000000000004
paranacity,3,222.60000000000002
sao joao do manteninha,3,537.22
monte verde,3,463.45000000000005
sao joao de iracema,3,213.38
sao joao d'alianca,3,844.86
sao joao batista do gloria,3,436.83000000000004
sao goncalo do rio preto,3,397.9
bacuri,3,444.21000000000004
azurita,3,220.85000000000002
santa tereza do oeste,3,420.59000000000003
santa rosa de lima,3,232.79000000000002
areia branca,3,312.99
arealva,3,236.92
maranguape,3,345.53
santaluz,3,333.97
santa terezinha de itaipu,3,378.11
moreira sales,3,433.48
santana do cariri,3,946.6800000000001
major vieira,3,329.03
catarina,3,295.29
castanheira,3,189.39
manga,3,445.78999999999996
manduri,3,287.21000000000004
indiapora,3,404.14
cristais,3,249.61
crisopolis,3,242.61
indiana,3,389.33000000000004
imaculada,3,471.91
ilopolis,3,231.58
cruzalia,3,348.25
cristal,3,631.04
cachoeira dourada,3,327.69000000000005
areia branca dos assis,3,569.4300000000001
aguas vermelhas,3,692.8900000000001
aguas de santa barbara,3,202.03
dumont,3,336.92
formoso,3,929.0300000000001
formosa do rio preto,3,1628.1600000000003
vera cruz do oeste,3,488.34000000000003
vera,3,336.24
boa viagem,3,546.76
pocrane,3,223.12
ventania,3,209.88
maripa,3,432.73
mario campos,3,690.8999999999999
sao francisco do conde,3,367.33
monsenhor tabosa,3,412.31999999999994
monte carlo,3,372.87
capitao poco,3,540.89
manoel viana,3,260.36
maria da fe,3,365.65
carvalhopolis,3,308.84000000000003
carrancas,3,180.62
areiopolis,3,944.24
areias,3,568.6300000000001
belo campo,3,257.64
cachoeira de pajeu,3,504.03
cacequi,3,342.23
paranaiguara,3,293.35
tejupa,3,382.4
curaca,3,542.24
cuite,3,796.51
cururupu,3,754.67
curuca,3,604.4499999999999
alvorada do norte,3,221.72
altonia,3,557.1800000000001
marco,3,756.76
florestopolis,3,575.77
florestal,3,382.46999999999997
pocinhos,3,351.92
piumhi,3,283.52000000000004
pitanga,3,607.71
presidente medici,3,332.32
poloni,3,222.41000000000003
prados,3,250.95000000000002
santo antonio do itambe,3,289.46999999999997
santo antonio da alegria,3,250.03
santana do mundau,3,1268.01
santana do manhuacu,3,281.44
mirante do paranapanema,3,242.49
carmo de minas,3,699.5300000000001
massaranduba,3,479.34
mari,3,342.79999999999995
augusto correa,3,440.0
montalvania,3,422.43
caravelas,3,466.78
sao goncalo do para,3,975.8499999999999
ribeirao do sul,3,415.45
pedra,3,349.78999999999996
teofilandia,3,236.92000000000002
tenente portela,3,604.0500000000001
vista alegre do alto,3,327.66999999999996
entre rios do oeste,3,148.57999999999998
estrela do norte,3,210.76999999999998
sao bernardo,3,923.3899999999999
mirandiba,3,323.16
mineiros do tiete,3,257.34000000000003
arrozal,3,912.81
arroio grande,3,457.84000000000003
santo antonio do sudoeste,3,268.07
carius,3,618.69
abatia,3,220.19
inaciolandia,3,952.9200000000001
imigrante,3,357.34999999999997
ribeira,3,248.02999999999997
taquarivai,3,738.9000000000001
cruz machado,3,523.23
guaraciaba,3,320.31
descoberto,3,264.02000000000004
alto alegre,3,366.40999999999997
tucuma,3,585.23
pedro osorio,3,752.98
ituacu,3,478.07000000000005
vila langaro,3,191.91
vila flores,3,462.5
esperantinopolis,3,771.41
bom jesus do tocantins,3,506.46
mirinzal,3,311.65
carire,3,236.28
meleiro,3,262.78999999999996
maximiliano de almeida,3,422.54999999999995
caraubas,3,1246.76
carambei,3,456.25
abare,2,224.73
bom jesus das selvas,2,301.41999999999996
agua comprida,2,140.65
agua clara,2,259.17
agronomica,2,281.5
fazenda vilanova,2,192.21
extremoz,2,160.14
erval grande,2,432.74
espigao,2,100.52
pocoes,2,399.2
bonfinopolis de minas,2,1433.7500000000002
bonfinopolis,2,512.6
bom retiro do sul,2,1484.21
pontalina,2,488.71999999999997
victor graeff,2,181.25
vicentinopolis,2,420.54999999999995
vicencia,2,325.48
massape,2,182.79
mascote,2,158.99
carinhanha,2,451.5
careacu,2,169.58999999999997
milha,2,288.29999999999995
miranorte,2,733.42
miraima,2,291.3
maua da serra,2,167.12
matutina,2,167.66
aruana,2,180.31
arroio do tigre,2,319.0
santo antonio do pinhal,2,1252.69
santo antonio do palma,2,104.09
carlinda,2,245.67000000000002
caririacu,2,519.14
acu,2,553.45
materlandia,2,113.46000000000001
matelandia,2,87.6
mata roma,2,260.90999999999997
mata grande,2,469.34999999999997
carnaubal,2,265.88
sao domingos do maranhao,2,219.51
arraias,2,254.23000000000002
santo antonio do grama,2,275.36
moncoes,2,379.13
mojui dos campos,2,180.87
mogi-mirim,2,112.61
cariri do tocantins,2,354.26
santo eduardo,2,260.06
meruoca,2,160.85
mercedes,2,266.38
medeiros,2,317.7
arenapolis,2,396.46000000000004
arembepe,2,494.06
sao bras do suacui,2,129.71
carnaubais,2,429.65000000000003
carmopolis,2,163.45
carmo do rio verde,2,206.32
augusto pestana,2,143.95
ataleia,2,200.69
santana dos montes,2,296.46000000000004
santana do serido,2,943.37
caraiba,2,487.15
carlos chagas,2,157.37
martins,2,250.31
matrincha,2,207.18
matoes do norte,2,772.28
mato leitao,2,226.59
martinho campos,2,473.7
marinopolis,2,188.98000000000002
mariluz,2,349.65
mariapolis,2,140.98000000000002
sao francisco do guapore,2,405.61
sao francisco de assis,2,145.39
sao felipe,2,827.01
monnerat,2,376.86
mondai,2,458.31
monte formoso,2,103.19
monte castelo,2,203.54000000000002
monte alegre,2,190.39999999999998
montauri,2,514.4200000000001
aurea,2,451.5
arneiroz,2,462.53
armazem,2,289.35
sao joao do oriente,2,318.11
areia,2,233.46
aratuba,2,429.74
sao goncalo do abaete,2,216.48
maragogipe,2,195.04000000000002
santana do araguaia,2,481.59
santana da boa vista,2,115.8
santa terezinha,2,361.53
capinzal do norte,2,460.6
capim branco,2,187.17
caputira,2,590.6600000000001
maracana,2,331.25
mara rosa,2,218.17000000000002
mar vermelho,2,689.02
carutapera,2,251.23000000000002
carolina,2,500.69
sao joao do manhuacu,2,199.26
sao joao do ivai,2,229.56
sao joao de pirabas,2,305.33000000000004
sao joao das missoes,2,165.15
sao joao da mata,2,228.39
mambai,2,921.9
ceara-mirim,2,351.02
cavalcante,2,228.07
catu de abrantes,2,1295.8600000000001
lunardelli,2,250.07999999999998
baianopolis,2,493.28
avelino lopes,2,142.72
santa teresinha,2,338.1
morpara,2,393.73
castro alves,2,101.76
castelo do piaui,2,577.6700000000001
arari,2,828.79
sao joao do sul,2,902.37
mairi,2,974.31
maioba,2,696.9499999999999
magda,2,496.07
mae do rio,2,203.61
sao jose da vitoria,2,225.76000000000002
sao jose da laje,2,296.36
santa rita do ibitipoca,2,216.81
santa monica,2,384.83000000000004
santa mercedes,2,269.57000000000005
santa maria do suacui,2,517.75
santa maria do para,2,164.89
murutinga do sul,2,855.71
muquem do sao francisco,2,104.21
montezuma,2,220.35
arapei,2,353.71
sao jose da coroa grande,2,289.78999999999996
sao jorge do patrocinio,2,123.72000000000001
machacalis,2,175.17
macaparana,2,208.71
macambara,2,205.72
luz,2,200.53
lupionopolis,2,248.77
lindoeste,2,198.25
motuca,2,182.29
capetinga,2,239.37
capela de santana,2,417.53000000000003
capao da porteira,2,215.13
moreilandia,2,295.12
sao joao do triunfo,2,201.82
ararica,2,252.0
luisburgo,2,314.57
lucianopolis,2,199.97
lourdes,2,223.84
sao jose do rio claro,2,351.04999999999995
baldim,2,699.0400000000001
santa maria da serra,2,169.42000000000002
santa maria da boa vista,2,488.56999999999994
canhotinho,2,430.49
nazario,2,274.39
nazareno,2,190.26
muniz freire,2,279.13
limeira do oeste,2,502.42999999999995
celso ramos,2,1440.9400000000005
celina,2,208.23
luizlandia do oeste,2,265.31
luiziana,2,186.57
chale,2,156.22
chacara,2,226.28
cerro grande do sul,2,222.36
sao jose dos quatro marcos,2,312.23
santa izabel do oeste,2,356.35
santa helena de minas,2,303.63
santa ernestina,2,280.13
santa cruz do prata,2,158.72
nossa senhora do remedio,2,163.29000000000002
nossa senhora das gracas,2,80.75
nossa senhora da gloria,2,274.72
aramari,2,222.56
araguapaz,2,160.89
sao jose do divino,2,826.1700000000001
sao jose do belmonte,2,299.84000000000003
luiz alves,2,144.4
lavras da mangabeira,2,986.4599999999999
laranjal do jari,2,426.18000000000006
laranjal,2,359.39
sao miguel do tapuio,2,524.54
canitar,2,317.91999999999996
caninde de sao francisco,2,359.83
nova cantu,2,234.31
nova canaa paulista,2,139.15
nova canaa,2,210.07999999999998
nova campina,2,209.51999999999998
nova brasilandia d'oeste,2,472.14
narandiba,2,436.65999999999997
sao jose do hortencio,2,373.23
sao jose do goiabal,2,247.67
araponga,2,305.13
chapada do norte,2,411.86999999999995
sao paulo das missoes,2,459.26
sao miguel dos campos,2,1054.11
juranda,2,69.94
bandeirantes do tocantins,2,432.2
bandeira do sul,2,466.30000000000007
santa cruz de salinas,2,261.72
santa cruz de goias,2,779.69
nova esperanca do sul,2,368.64
nonoai,2,252.67
nipoa,2,372.35
sao miguel do gostoso,2,473.04
chaveslandia,2,277.51
sao luis do quitunde,2,351.55
sao luis do curu,2,258.71
aracitaba,2,156.74
leandro ferreira,2,248.10000000000002
jupi,2,666.8599999999999
junqueiro,2,464.40999999999997
ladainha,2,210.20999999999998
kalore,2,563.96
sao pedro de alcantara,2,312.90999999999997
santa clara do sul,2,394.12
santa barbara do sul,2,180.09
nova olimpia,2,272.03999999999996
nova mamore,2,803.1600000000001
barao de cotegipe,2,154.70999999999998
apuiares,2,421.56000000000006
aparecida de sao manuel,2,256.78999999999996
sao paulo do potengi,2,319.78
lagoa nova,2,205.2
lagoa do ouro,2,373.35
lagoa do carro,2,880.78
sao thome das letras,2,85.5
joao camara,2,1466.8100000000002
junco do serido,2,318.41999999999996
julio mesquita,2,984.59
jucurucu,2,478.31
jequia da praia,2,351.24
sapopema,2,193.31
salto do ceu,2,175.61
salto da divisa,2,151.66000000000003
salmourao,2,90.27
sao sebastiao da boa vista,2,264.6
sao roque de minas,2,210.54000000000002
sao pedro do turvo,2,117.9
juvenilia,2,109.1
jussari,2,213.19
juscimeira,2,167.0
jardim alegre,2,161.44
jaraguari,2,110.52
jesupolis,2,195.34
jeronimo monteiro,2,321.11
jequitiba,2,703.86
jequitai,2,243.3
nova palma,2,466.62
novo barreiro,2,232.03000000000003
barra de sao miguel,2,226.64000000000001
barra de santo antonio,2,629.12
barra de guabiraba,2,565.8
barra,2,194.83999999999997
nova itaberaba,2,344.77
sapeacu,2,303.47
sape,2,2042.83
sao vicente ferrer,2,528.65
satuba,2,438.32
conceicao,2,175.24
colonia leopoldina,2,531.85
colonia jordaozinho,2,1071.03
colmeia,2,180.69
olho d'agua das cunhas,2,370.97
oeiras do para,2,247.45999999999998
ocara,2,162.69
novo repartimento,2,260.16
novo oriente do piaui,2,252.57
campo novo,2,593.01
sarapui,2,280.89
antonio pereira,2,122.32
antonio cardoso,2,439.92
jatauba,2,212.12
saude,2,169.98000000000002
jaguaquara,2,237.14000000000001
ivai,2,645.77
iuna,2,176.26999999999998
rondon,2,318.86
roncador,2,191.73000000000002
romaria,2,310.46
oliveira dos brejinhos,2,185.84
olindina,2,229.59
jacinto,2,144.46
jacigua,2,175.11
jaci,2,143.41
jandaira,2,226.2
jaguaruna,2,196.89
seberi,2,169.67000000000002
jaboti,2,196.95999999999998
satubinha,2,229.96999999999997
itororo,2,709.37
congonhinhas,2,338.86
conceicao da feira,2,802.95
rodolfo fernandes,2,168.19
rodeio bonito,2,264.44
roca sales,2,237.16000000000003
campina do monte alegre,2,291.99
campina das missoes,2,211.0
rubiacea,2,250.15
seringueiras,2,504.64
sericita,2,253.62
senhora de oliveira,2,169.94
senador modestino goncalves,2,153.17000000000002
senador guiomard,2,547.09
senador firmino,2,180.44
senador amaral,2,228.00000000000003
itaquirai,2,388.72
conde,2,881.52
itirapina,2,179.21
itaueira,2,173.62
campestre da serra,2,1390.06
oros,2,160.71
ouro verde de minas,2,114.19
serro,2,876.62
serrita,2,483.72
serranopolis do iguacu,2,305.73
serrania,2,382.17
serra dourada,2,234.2
serra de sao bento,2,328.15
serra azul de minas,2,388.01
jabora,2,302.79
itueta,2,508.94
anitapolis,2,642.38
coqueiro baixo,2,121.75999999999999
itapiuna,2,106.24000000000001
itapirapua paulista,2,514.0699999999999
itapirapua,2,495.34
itamogi,2,269.03000000000003
itamira,2,100.2
cambira,2,519.35
pacoti,2,222.29000000000002
rio tinto,2,490.25
campina da lagoa,2,593.8199999999999
campestre do maranhao,2,340.95
serrolandia,2,363.65999999999997
itau,2,761.37
itatiaiucu,2,167.15
itaquitinga,2,127.78999999999999
corumba de goias,2,163.28
anastacio,2,153.35
sitio novo do tocantins,2,476.27
sitio novo,2,229.28000000000003
sitio do quinto,2,131.65
sinimbu,2,112.11000000000001
simolandia,2,169.73
palmeirinha,2,93.8
palmeiras,2,292.3
campo alegre de goias,2,240.27
itambaraca,2,326.27
itapicuru,2,181.54
itapetim,2,371.99
coroados,2,239.34
coroaci,2,374.99
corguinho,2,262.66999999999996
tabapora,2,286.07000000000005
iraucuba,2,244.13
irara,2,222.82
campanario,2,313.29
camocim de sao felix,2,419.02
california,2,133.95
caldeirao grande,2,268.87
panelas,2,210.49
rio formoso,2,268.93
sucupira do norte,2,404.20000000000005
sonora,2,91.38
solonopole,2,785.74
cortes,2,305.32000000000005
correntina,2,188.11
coronel martins,2,152.14
coronel macedo,2,118.25
coxilha,2,191.5
couto de magalhaes,2,242.63
cotriguacu,2,220.48
costa marques,2,1658.28
corumbatai,2,74.13
ipixuna do para,2,242.99
rio do antonio,2,301.75
rio das antas,2,213.78
bataypora,2,292.02
caiua,2,170.99
paiva,2,181.74
itaguaru,2,117.66
itaguara,2,76.47
itaguaje,2,168.96
itagiba,2,144.86
itagi,2,164.64
irai,2,598.26
iracema,2,308.77
barrolandia,2,124.53999999999999
rinopolis,2,134.56
paranatinga,2,2574.32
paranapua,2,87.80000000000001
anadia,2,462.59999999999997
ametista do sul,2,275.51
amaraji,2,521.89
tabuleiro,2,382.78000000000003
itabatan,2,196.40000000000003
itabaianinha,2,289.33
irupi,2,287.63
tanque d'arca,2,611.54
irape,2,429.30000000000007
iramaia,2,199.37
ipe,2,229.22000000000003
ipaporanga,2,453.81
inimutaba,2,376.39
cristiano otoni,2,279.38
imbe de minas,2,245.81
parana,2,195.25
passa tres,2,97.37
paripiranga,2,156.65
cafeara,2,309.82
rifaina,2,597.77
ribeiraozinho,2,358.01
ribeirao vermelho,2,352.53000000000003
tamarana,2,160.84
taciba,2,419.6
tacaratu,2,263.65000000000003
irai de minas,2,536.94
alvarenga,2,245.10999999999999
tapiramuta,2,1476.8999999999999
tapirai,2,140.53000000000003
inconfidentes,2,208.97
ribeirao branco,2,515.49
cachoeira do campo,2,909.84
cachoeira da prata,2,214.43
imbau,2,154.87
cruzeiro da fortaleza,2,144.3
crissiumal,2,1671.3000000000002
crisolita,2,134.24
inhauma,2,161.20999999999998
inhapi,2,1075.1
iguai,2,587.1400000000001
igreja nova,2,315.90999999999997
ipigua,2,287.65999999999997
damianopolis,2,63.839999999999996
taquaracu de minas,2,392.66
amapora,2,180.65000000000003
cristopolis,2,113.94999999999999
iguaracu,2,659.1999999999999
passos maia,2,248.1
paulo lopes,2,271.66
paulo jacinto,2,475.5799999999999
pauliceia,2,496.12
paudalho,2,950.14
patrocinio paulista,2,1147.46
patrocinio do muriae,2,134.38
belmonte,2,262.55
belem do sao francisco,2,771.02
alvaro de carvalho,2,399.0
alvares florence,2,227.23
iacri,2,81.62
ibiraja,2,330.14
igaci,2,395.0
ielmo marinho,2,240.32
ichu,2,197.92000000000002
icarai de minas,2,313.03
ibirataia,2,91.72
riacho das almas,2,268.77
riachinho,2,124.05000000000001
pedras de fogo,2,204.63
pedra bela,2,279.31
pato bragado,2,124.83
pastos bons,2,210.22
cumaru,2,399.98
cumari,2,229.51
cubati,2,187.59
ibateguara,2,152.86
altaneira,2,496.26
riachao das neves,2,247.76999999999998
reserva do cabacal,2,440.88
ibiraiaras,2,267.71
ibipitanga,2,396.72
ibicare,2,262.09000000000003
ibiassuce,2,218.42000000000002
alto rio novo,2,327.23
alto parana,2,451.84
alto paraiso,2,1333.91
alto horizonte,2,285.15
alto garcas,2,340.06
alto caparao,2,522.0799999999999
david canabarro,2,222.77
dario meira,2,225.26
alto alegre do iguacu,2,227.25
altamira do parana,2,307.11
alpercata,2,260.77
trairi,2,543.53
hidrolina,2,218.95999999999998
guidoval,2,400.11
guarani das missoes,2,102.94
buritizal,2,102.88
pedregulho,2,1122.18
pentecoste,2,299.21000000000004
pendencias,2,410.02
penaforte,2,559.03
tomar do geru,2,333.47
tocos,2,381.47
tobias barreto,2,264.52
ibiaca,2,320.87
guaratinga,2,76.57
guarara,2,546.5699999999999
tunas do parana,2,233.3
alianca do tocantins,2,264.0
piau,2,161.44
piata,2,131.35
piacabucu,2,320.4
perpetuo socorro,2,182.3
perola d'oeste,2,672.75
perola,2,313.31
peritiba,2,144.70999999999998
periquito,2,1588.1
rechan,2,322.37
deputado irapuan pinheiro,2,239.0
deodapolis,2,111.21000000000001
denise,2,566.63
alhandra,2,1307.91
alfredo wagner,2,844.67
alexandria,2,221.92
diorama,2,266.92
dionisio,2,154.42000000000002
diogo de vasconcelos,2,244.70999999999998
turvania,2,117.35
rancho queimado,2,343.99
quixere,2,837.1600000000001
quixelo,2,200.25
picui,2,225.61
buritirama,2,286.11
buriti dos lopes,2,356.82
buenos aires,2,311.83000000000004
guariroba,2,320.56000000000006
guarda-mor,2,123.11000000000001
goiabeira,2,302.27
dobrada,2,508.9
divisa alegre,2,232.35000000000002
tutoia,2,556.87
turvolandia,2,176.09
quitandinha,2,405.09
pindorama do tocantins,2,174.18
pindorama,2,405.52
pindoba,2,542.52
pindai,2,171.54
pimenteiras,2,193.21
pimenta,2,271.26
tuparendi,2,291.12
guamare,2,242.64
guaiuba,2,762.05
grandes rios,2,157.75
urandi,2,767.8100000000001
glorinha,2,283.3
gloria do goita,2,587.92
getulina,2,131.02
gaviao peixoto,2,142.04000000000002
ajuricaba,2,245.37
urucurituba,2,242.94
pintadas,2,520.5
quijingue,2,268.06
quevedos,2,131.69
queluz,2,249.9
bento de abreu,2,371.47999999999996
benevides,2,343.03000000000003
governador lindenberg,2,136.28
goianorte,2,229.5
urucuca,2,257.27
uruoca,2,295.57000000000005
alagoinha,2,339.52000000000004
quadra,2,147.64000000000001
bras pires,2,108.02
braco do rio,2,138.93
piracuruca,2,347.44
putinga,2,182.56
prudente de morais,2,168.49
protasio alves,2,165.06
bias fortes,2,108.47999999999999
gaucha do norte,2,214.94
dormentes,2,1067.73
dona francisca,2,340.15
dona euzebia,2,354.93999999999994
domiciano ribeiro,2,149.38
dom vicoso,2,313.8
varjao de minas,2,131.89999999999998
durande,2,146.19
doverlandia,2,311.87
formigueiro,2,311.27
bodoco,2,269.03000000000003
bocaiuva do sul,2,72.7
boca da mata,2,298.03
boa vista do gurupi,2,154.75
piripa,2,110.84
vargem,2,101.5
frecheirinha,2,213.71
francisco dumont,2,141.87
engenheiro passos,2,291.24
echapora,2,847.25
fruta de leite,2,212.16
frei martinho,2,393.21000000000004
varzelandia,2,131.44
varzea alegre,2,198.65
flores,2,467.40999999999997
floreal,2,225.0
florai,2,422.95
flor da serra do sul,2,232.06
figueiropolis d'oeste,2,114.42
vigia,2,236.75
planura,2,151.1
planaltina de goias,2,131.61
placas,2,318.58000000000004
presidente kubitschek,2,156.06
presidente kennedy,2,282.31
presidente alves,2,140.42
bodoquena,2,495.53
aguas de sao pedro,2,304.03
emilianopolis,2,198.49
elisio medrado,2,118.75
ferros,2,147.36
feliz deserto,2,423.75
vereda,2,356.65
agua santa,2,227.59000000000003
poxoreu,2,172.59
potim,2,279.84000000000003
potengi,2,331.95000000000005
porto trombetas,2,300.29
porto franco,2,349.14
porto firme,2,188.5
botuvera,2,215.17000000000002
borrazopolis,2,312.23
brazabrantes,2,82.7
venturosa,2,1297.06
abaiara,2,332.15
zortea,2,137.57
afranio,2,448.03999999999996
xavantina,2,217.70999999999998
xapuri,2,445.89
xambre,2,547.74
werneck,2,445.61
wenceslau braz,2,250.51
wanderley,2,333.11
acaiaca,2,207.9
abaira,2,203.0
boqueirao do leao,2,300.14
euclides da cunha paulista,2,186.39
estrela do indaia,2,147.5
vila nova,2,117.19
vila nelita,2,167.98000000000002
acegua,2,282.39
virgolandia,2,413.44
espirito santo do turvo,2,268.84000000000003
espigao alto do iguacu,2,209.32
bom jesus da serra,2,322.28999999999996
bom jesus da penha,2,120.84
porto esperidiao,2,278.83000000000004
porto calvo,2,397.93
porto amazonas,2,93.21
portelandia,2,130.63
portalegre,2,513.01
porangaba,2,195.63
ponto dos volantes,2,74.3
pontalinda,2,84.75
boninal,2,909.8
zacarias,2,229.85
abadiania,1,1025.52
abrantes,1,200.35
acajutiba,1,50.95
epitaciolandia,1,139.52
entre folhas,1,106.07
eugenio de castro,1,111.76
estrela velha,1,30.0
estrela do sul,1,105.28
aguas claras,1,116.96
agua preta,1,147.34
agua nova,1,77.67
agua limpa,1,416.8
agua fria de goias,1,167.81
agua doce,1,336.05
agrolandia,1,60.91
felisburgo,1,123.47
felipe guerra,1,157.64999999999998
felicio dos santos,1,191.58
faxinalzinho,1,35.95
bom retiro,1,88.37
bom jesus do sul,1,245.10000000000002
bom jesus do querendo,1,188.55
pombos,1,131.43
bom jesus do araguaia,1,1247.2900000000002
bom jesus do amparo,1,218.54
bom jardim de goias,1,25.1
porto estrela,1,156.72
porto de pedras,1,200.35
porto alegre do norte,1,445.32
porto acre,1,104.35000000000001
portela,1,246.26
porteiras,1,42.18
populina,1,71.3
ponto novo,1,377.0
ponto do marambaia,1,28.799999999999997
praia norte,1,113.35
pouso novo,1,81.82
porto rico,1,318.92
porto murtinho,1,71.15
porto lucena,1,77.56
porto grande,1,64.14
polo petroquimico de triunfo,1,20.7
botupora,1,346.51
botelho,1,265.03999999999996
bossoroca,1,213.34
boraceia,1,39.96
bora,1,139.71
boquira,1,95.67
bonito de santa fe,1,162.85
bonito de minas,1,115.44
pocoes de paineiras,1,145.95000000000002
poco redondo,1,546.78
poco de pedra,1,190.66
pocao de pedras,1,214.05
pocao,1,318.53000000000003
planaltino,1,254.44
planaltina do parana,1,25.85
pium,1,45.629999999999995
pitimbu,1,455.10999999999996
pitanga de estrada,1,154.82999999999998
presidente nereu,1,70.61
presidente lucena,1,32.089999999999996
presidente juscelino,1,302.46000000000004
presidente janio quadros,1,173.88
presidente castello branco,1,35.0
pratapolis,1,68.62
pranchita,1,182.35999999999999
princesa isabel,1,344.62
boa ventura,1,31.689999999999998
boa esperanca do iguacu,1,51.0
biritinga,1,147.57
